"高等教育规模","Tertiary Scale"
"为tertiary添加INSERT时对象大小的百分比","Percentage of obj size when adding an INSERT for tertiary"
"自动刻度插入","Auto scale INSERT"
"根据对象大小缩放insert","Scale INSERTS based on obj size"
"Parent插入到目标对象","Parent INSERTs to the target object"
"自动将insert作为目标对象的父对象","Automatically Parent the INSERTS to the target object"
"自动移除布尔修饰符","Auto Remove Boolean modifiers"
"自动移除KIT OPS布尔修饰符","Automatically remove KIT OPS boolean modifiers"
"解算器","Solver"
"放置在选定的INSERT上","Place on selected INSERT"
"快速模式","Snap Mode"
"边缘的捕捉模式","Snap Mode For Edges"
"只捕捉空挂载点","Only Snap to Empty Hardpoints"
"只能挂载到尚未挂载到的挂载点。","Only snap to hardpoints that have not already been snapped to."
"只使用标签匹配","Only Use Tags matching"
"限制使用哪些挂载点","Restrict which hardpoints are used"
"标签匹配","Tags to match on"
"使用这些标记来限制使用哪些挂载点","Use these tags to restrict which hardpoints to use"
"使用INSERT挂载点","Use INSERT Hardpoints"
"放置时使用INSERT的挂载点","Use hardpoints from the INSERT when placing it"
"使用这些标记来限制INSERT\","Use these tags to restrict which of the INSERT\"
"翻转位置","Flip Placement"
"显示收藏夹","Show Favorites"
"显示快捷方式到我最喜欢的背包","Show shortcuts to my favorite KPACKS"
"显示最近使用的","Show Recently Used"
"显示我最近使用的KPACKS的快捷方式","Show shortcuts to my most recently used KPACKS"
"类型修饰符","Sort Modifiers"
"\n排序修饰符顺序","\n Sort modifier order"
"那种光滑","Sort Smooth"
"确保平滑修饰符被放置在任何创建的布尔修饰符之后","\n Ensure smooth modifiers are placed after any boolean modifiers created"
"那种斜","Sort Bevel"
"确保斜角修饰符被放置在创建的布尔修饰符之后","\n Ensure bevel modifiers are placed after any boolean modifiers created"
"加权法线排序","Sort Weighted Normal"
"确保加权法线修饰符被放置在任何创建的布尔修饰符之后","\n Ensure weighted normal modifiers are placed after any boolean modifiers created"
"排序数组","Sort Array"
"确保数组修饰符放置在创建的任何布尔修饰符之后","\n Ensure array modifiers are placed after any boolean modifiers created"
"这种镜子","Sort Mirror"
"确保镜像修饰符被放置在任何创建的布尔修饰符之后","\n Ensure mirror modifiers are placed after any boolean modifiers created"
"那种Soldify","Sort Soldify"
"确保固化修饰符被放置在任何创建的布尔修饰符之后","\n Ensure solidify modifiers are placed after any boolean modifiers created"
"这种由三角形组成的","Sort Triangulate"
"确保三角形修饰符放置在创建的布尔修饰符之后","\n Ensure triangulate modifiers are placed after any boolean modifiers created"
"排序简单变形","Sort Simple Deform"
"确保简单变形修饰符放置在创建的布尔修饰符之后","\n Ensure simple deform modifiers are placed after any boolean modifiers created"
"那种毁掉","Sort Decimate"
"确保十进制修饰符被放置在任何创建的布尔修饰符之后","\n Ensure decimate modifiers are placed after any boolean modifiers created"
"排序再啮合","Sort Remesh"
"确保网格修饰符放置在创建的布尔修饰符之后","\n Ensure remesh modifiers are placed after any boolean modifiers created"
"那种Subsurf","Sort Subsurf"
"确保subsurf修饰符被放置在任何创建的布尔修饰符之后","\n Ensure subsurf modifiers are placed after any boolean modifiers created"
"这种焊接","Sort Weld"
"确保焊接修饰符被放置在创建的任何布尔修饰符之后","\n Ensure weld modifiers are placed after any boolean modifiers created"
"\n排序时只影响最近的平滑修饰符","\n Only effect the most recent smooth modifier when sorting"
"UV项目排序","Sort UV Project"
"确保uv项目修饰符放置在创建的布尔修饰符之后","\n Ensure uv project modifiers are placed after any boolean modifiers created"
"\n排序时只影响最近的斜角修饰符","\n Only effect the most recent bevel modifier when sorting"
"排序加权法线最后","Sort Weighted Normal Last"
"\n排序时只影响最近的加权法向修饰符","\n Only effect the most recent weighted normal modifier when sorting"
"最后排序数组","Sort Array Last"
"\n排序时只影响最近的数组修饰符","\n Only effect the most recent array modifier when sorting"
"最后排序镜像","Sort Mirror Last"
"排序时只影响最近的镜像修饰符","\n Only effect the most recent mirror modifier when sorting"
"排序士兵最后","Sort Soldify Last"
"排序时只影响最近的固化修饰符","\n Only effect the most recent solidify modifier when sorting"
"最后进行三角排序","Sort Triangulate Last"
"\n排序时只影响最近的三角化修饰符","\n Only effect the most recent triangulate modifier when sorting"
"排序简单变形最后","Sort Simple Deform Last"
"排序时只影响最近的简单变形修饰符","\n Only effect the most recent simple deform modifier when sorting"
"排序抽取最后一个","Sort Decimate Last"
"排序时只影响最近的十进制修饰符","\n Only effect the most recent decimate modifier when sorting"
"最后排序","Sort Remesh Last"
"\n排序时只影响最新的网格修饰符","\n Only effect the most recent remesh modifier when sorting"
"最后排序Subsurf","Sort Subsurf Last"
"排序时只影响最近的subsurface修饰符","\n Only effect the most recent subsurface modifier when sorting"
"最后焊接","Sort Weld Last"
"\n排序时只影响最近的焊接调节剂","\n Only effect the most recent weld modifier when sorting"
"最后排序UV项目","Sort UV Project Last"
"\n排序时只影响最新的uv项目修饰符","\n Only effect the most recent uv project modifier when sorting"
"忽略重量斜度","Ignore Weight Bevels"
"\n忽略排序时使用权重限制方法的斜角修饰符","\n Ignore bevel modifiers that are using the weight limit method while sorting"
"忽略VGroup斜角","Ignore VGroup Bevels"
"\n忽略排序时使用顶点组限制方法的斜角修饰符","\n Ignore bevel modifiers that are using the vertex group limit method while sorting"
"只忽略垂直斜面","Ignore Only Vert Bevels"
"\n忽略在排序时使用唯一顶点选项的斜角修饰器","\n Ignore bevel modifiers that are using the only vertices option while sorting"
"这种深度","Sort Depth"
"\n从堆栈的末尾(底部)开始排序的mod的数目。0对整个堆栈进行排序","\n Number of sortable mods from the end (bottom) of the stack. 0 to sort whole stack"
"忽略国旗","Ignore Flag"
"\n在修饰符名称前加上此文本字符，它将被忽略\n默认值:空格","\n Prefix the modifier name with this text character and it will be ignored\n  Default: Space"
"停止标志","Stop Flag"
"\n在修饰符名称前加上此文本字符，它不会对修饰符pr进行排序","\n Prefix a modifier name with this text character and it will not sort modifiers previous to it"
"挂载点预览颜色","Hardpoint Preview Color"
"检查更新","Check for Updates"
"逻辑解算器","Boolean Solver"
"缩略图缓存:启用","Thumbnail Caching: Enabled"
"缩略图缓存:禁用","Thumbnail Caching: Disabled"
"虽然缩略图缓存加速器不是必需的，但它提供了优越的用户体验。","While the thumbnail cache accelerator is not required, it provides a superior user experience. "
"为了安装它，你必须有一个可用的INTERNET连接，而且它只需要安装一次。","You must have a working INTERNET connection on order to install it, and it only needs to install once."
"缩略图缓存引擎已成功安装","Thumbnail Caching Engine Installed Successfully"
"安装缩略图缓存引擎","Install Thumbnail Caching Engine"
"最喜欢的","Favorites"
"清除所有收藏夹","Clear All Favorites"
"挂载点","Hardpoints"
"边境抵消","Border offset"
"新设置:","New Set: "
"创建","CREATE"
"过滤器","Filter"
"搜索所有主文件夹","Search All Masterfolders"
"搜索","Search"
"清晰的","Clear"
"没有发现结果。","No results found."
".blend文件",".blend File"
"主文件夹","Master Folder"
"KPACK","KPACK"
"负载插入","Load INSERT"
"插入缩略图","Active INSERT thumbnail"
"活动索引指向当前选择的INSERT。","Active index pointing to currently selected INSERT."
"包含INSERT的混合文件列表。","List of blend files containing the INSERT."
"文件夹名称","folder name"
"指向文件夹的活动索引","Active index pointing to a folder"
"包含insert的子文件夹","sub folders containing INSERTS for a kpack"
"挂载点标记","Hardpoint Tags"
"挂载点用逗号分隔的标签列表","A Comma separated list of tags for the hardpoint"
"X","X"
"在INSERT目标的Y轴上镜像INSERT","Mirror INSERT on Y axis of the INSERT target"
"Y","Y"
"在INSERT目标的X轴上镜像INSERT","Mirror INSERT on X axis of the INSERT target"
"Z","Z"
"在INSERT目标的Z轴上镜像INSERT","Mirror INSERT on Z axis of the INSERT target"
"数组数","Array Count"
"数组对象的数量","Number of array objects"
"数组偏移量","Array Offset"
"Array Constant INSERT在INSERT目标上的偏移量","Array Constant Offset of INSERT on the INSERT target"
"插入目标","Insert target"
"INSERT的目标对象","Target obj for the INSERT"
"主要obj","Main obj"
"此对象将成为此INSERT的所有其他对象的主对象","This obj will become the main obj of all the other objs for this INSERT"
"对象类型","Object type"
"更改KIT OPS对象类型","Change KIT OPS obj type"
"布尔类型","Boolean type"
"用于此对象的布尔类型","Boolean type to use for this obj"
"选择忽略","Selection ignore"
"使用自动选择时不选择此对象吗","Do not select this obj when using auto select"
"地面盒子","Ground box"
"用于告诉kitops这是一个用于缩略图渲染的ground box对象","Use to tell kitops that this is a ground box obj for thumbnail rendering"
"旋转量","Rotation Amount"
"应用于对象的旋转量。","Amount of rotation that has been applied to the object."
"是一个工厂场景吗?","Is a factory Scene"
"用来告诉kitops这个对象来自工厂场景","Used to tell kitops that this is object is from a factory scene"
"我曾经告诉kitops这是一个世界工厂的场景","Used to tell kitops that this is a world factory scene"
"用来告诉kitops这是工厂场景中使用的图像","Used to tell kitops that this is an image used in the factory scene"
"汽车的父母","Auto parent"
"在保存\n时自动将所有对象父化到主对象。注意:不正确的父化可能导致无法使用INSERT","Automatically parent all objs to the main obj when saving\n  Note: Incorrect parenting can lead to an unusable INSERT"
"动画","Animated"
"在添加此插入时开始时间轴","Begin the timeline when you add this insert"
"插入的名字","Insert Name"
"插入名称","Name of the insert"
"混合文件","Blend File"
".blend文件的名称","Name of the .blend file"
"主文件夹的名称","Name of the master folder"
"包","Pack"
"包的名称(子文件夹)","Name of the pack (sub-folder)"
"集","Set"
"主文件夹集","Set of Master Folders"
"集","Sets"
"Masterfolder集","Masterfolder Sets"
"KPACKS","KPACKS"
"可用KPACKS","Available KPACKS"
"插入的名字","INSERT Name"
"作者姓名","Author Name"
"作者工具包","Kit author"
"修饰符","Modifiers"
"切换KIT OPS布尔修饰符的可见性","Toggle KIT OPS boolean modifier visibility"
"固体obj","Solid objs"
"显示KIT OPS实体物体","Show the KIT OPS solid objs"
"刀obj","Cutter objs"
"显示KIT OPS刀具对象","Show the KIT OPS cutter objs"
"线obj","Wire objs"
"显示KIT OPS电线对象","Show the KIT OPS wire objs"
"规模数量","Scale Amount"
"当前刻度乘法器应用于INSERT","Current Scale multiplier to apply to the INSERT"
"搜索输入","Search Input"
"输入搜索关键词","Enter search keywords"
"新的集合名称","New Set Name"
"新集的名称。","Name for new set."
"资产库","Asset Libraries"
"选择要使用的资产库","Select which asset libraries to use"
"目录","Catalog"
"选择要使用的目录","Select which catalog to use"
"目标目录","Destination Directory"
"保存资产的目录","Directory where assets will be saved"
"进步","Progress"
"设备运维","KIT OPS"
"Kit ops pro","KIT OPS PRO"
"购买KIT OPS PRO","Buy KIT OPS PRO"
"商店","Store"
"访问KIT OPS商店","Visit the KIT OPS Store"
"获取KPACKS和insert","Get KPACKS and INSERTs"
"获取KPACKs和INSERTs","Get KPACKs and INSERTs"
"文档","Documentation"
"查看KIT OPS文档","View the KIT OPS documentation"
"添加KIT OPS KPACK路径","Add KIT OPS KPACK path"
"添加一个路径到KIT OPS KPACK","Add a path to a KIT OPS KPACK"
"所有","ALL"
"删除路径","Remove path"
"刷新套件OPS包","Refresh KIT OPS KPACKS"
"下一个KPACK","Next KPACK"
"改为下一个INSERT\n Ctrl - Change KPACK","Change to the next INSERT\n  Ctrl - Change KPACK"
"以前KPACK","Previous KPACK"
"改为先前的INSERT\n Ctrl - Change KPACK","Change to the previous INSERT\n  Ctrl - Change KPACK"
"混合路径","Blend path"
"混合文件路径","Path to blend file"
"材料","Material"
"联系材料","Link Materials"
"添加KIT OPS INSERT: [F] Snap to FACE [E] Snap to EDGE ([C] Toggle Snap to EDGE Center) [V] Snap to VERTEX [N] Cancel Snap MODE","Add KIT OPS INSERT:    [F] Snap to FACE    [E] Snap to EDGE ([C] Toggle Snap to Edge Center)    [V] Snap to VERTEX    [N] Cancel SNAP MODE"
"切换对象的布尔运算符是开还是关","Toggle whether the object's boolean operator is on or off"
"创建插入","Create INSERT"
"从所选对象自动创建","Automatically create from the selected object"
"资料输出文件夹","Materials Output Folder"
"覆盖现有文件?","Overwrite existing file?"
"添加插入","Add INSERT"
"添加挂载点","Add Hardpoint"
"添加挂载点","Add a Hardpoint"
"重新插入","Relocate INSERT"
"使用KIT OPS控件在场景中移动INSERT","Move INSERT in the scene using KIT OPS controls"
"添加材料","Add Material"
"选择所有","Select All"
"选择所有insert","Select all INSERTS"
"坚实的插入","Solid inserts"
"选择实体插入件","Select solid INSERTS"
"刀插入","Cutter inserts"
"选择刀具刀片","Select cutter INSERTS"
"线插入","Wire inserts"
"选择导线插入件","Select wire INSERTS"
"移除套件OPS道具","Remove KIT OPS props"
"从所选对象中删除属性","Remove properties from the selected OBJECTS"
"删除插入","Remove INSERT"
"删除选中的insert","Deletes selected INSERTS"
"出口设置","Export Settings"
"。\ n",".\n"
"导入设置","Import Settings"
"转换为网格","Convert to mesh"
"应用修饰符并移除所选对象的kitops属性","Apply modifiers and remove kitops properties of selected objects"
"移除未使用的电线插头","Remove Unused Wire INSERTS"
"从INSERTS集合中删除未使用的连接对象，保留子对象上的转换","Remove unused wire objects from the INSERTS collection, keeping transforms on child objects"
"清洁重复材料","Clean Duplicate Materials"
"按名称查找重复材料，重新映射用户并删除它们","Find duplicate materials by name, remap users and remove them"
"移动文件夹","Move Folder"
"在列表中向上或向下移动所选文件夹","Move the chosen folder up or down in the list"
"安装枕头","Install Pillow"
"安装枕头的缩略图缓存","Install Pillow for thumbnail caching"
"工具箱操作帮助","KIT OPS Help"
"Open KIT OPS文档","Open KIT OPS documentation"
"工具提示","Tooltip"
"预览挂载点标签","Preview Hardpoint Tags"
"插件的模态执行方法。","Modal execution method for the addon."
"通过移除自定义绘制处理程序重置屏幕。","Reset the screen by removing custom draw handlers."
"初始化操作符。","Initialise the operator."
"复制标签","Copy tags"
"将标签复制给其他人","Copy tags to others"
"INVOKE_DEFAULT","INVOKE_DEFAULT"
"创建INSERT -使用对象原点","Create INSERT - Use Object Origin"
"创建INSERT -使用对象的底部作为原点","Create INSERT - Use Bottom of Object as Origin"
"创建材料","Create MATERIAL"
"注意:在KIT OPS PRO中自动创建切割机","Note: Automatically Create Cutters in KIT OPS PRO"
"创建贴花","Create DECAL"
"切换模式","Toggle Mode"
"在常规模式和智能模式之间切换","Toggles between regular and smart modes"
"添加组","Add Set"
"创建一个新集合","Create a new set"
"删除组","Remove Set"
"移除一组","Remove a set"
"添加Set ID","Add Set ID"
"移除Set ID","Remove Set ID"
"切换布尔求解器","Toggle Boolean Solver"
"解算器的选择","Solver Option"
"从png文件创建一个贴花","Create a Decal from a .png file"
"从文件创建贴花","Create Decal From File"
"检查KIT OPS的新更新","Check for new updates of KIT OPS"
"检查更新","Check for updates"
"将资产转换为KIT OPS","Convert Assets to KIT OPS"
"出口","Export"
"打开选定的KPACK目录","Open selected KPACK Directory"
"搜索KPACKS","Search KPACKS"
"搜寻背包","Search for KPACKS"
"清除KPACK搜索","Clear KPACK Search"
"清除KPACK搜索结果","Clear the KPACK search results"
"选择","Select"
"打开首选项并选择特定的附加组件","Open Preferences with a specific add-on selected"
"ko.load_search_window","ko.load_search_window"
"kitops","kitops"
"搜索","SEARCH"
"插入名称:{}","INSERT Name: {}"
"替换插入(s)","Replace INSERT(s)"
"组织模式","Group Mode"
"开放的偏好","Open Preferences"
"目标对象:","Target Object:"
"镜子:","Mirror:"
"数组:","Array:"
"数:","Count:"
"偏移量:","Offset:"
"没有选择INSERT。","No INSERT selected."
"控制","Controls"
"规模","Scale"
"父母插入","Parent INSERTs"
"自动删除布尔值","Auto Remove Booleans"
"快速模式:","Snap Mode:"
"对齐","Snap to"
"只使用标签匹配:","Only Use Tags Matching: "
"对齐","Align"
"工具","Tools"
"显示缩略图","Render thumbnail"
"打开KPACK目录","Open KPACK Directory"
"清除递归数据块","Purge Recursive Data Blocks"
"资产转换","Convert Assets"
"图书馆","Library"
"目的地","Destination"
"处理……","Processing... "
"创作","Authoring"
"购买套件OPS PRO","Purchase KIT OPS PRO"
"要使用这些特性","To use these features"
"插入的名字","INSERT name"
"类型","Type"
"加载渲染场景","Load Render Scene"
"挂载点标记","Hardpoint tags"
"显示缩略图","Render Thumbnail"
"预览标签","Preview Tags"
"选择挂载点:","Selected Hardpoints: "
"名称:","Name: "
"标签:","Tags: "
"排序最后","Sort Last"
"获得KIT OPS PRO","Get KIT OPS PRO"
"#NAME?","- Enhanced INSERT placement"
"#NAME?","- Enhanced INSERT editing"
"#NAME?","- INSERT Snapping"
"#NAME?","- Save Favorite INSERTs"
"#NAME?","- Auto replace INSERTs"
"- INSERT FACTORY模式","- INSERT FACTORY mode"
"KIT OPS Store","KIT OPS Store"
"获得更多插入","GET MORE INSERTS"
"访问商店","VISIT STORE"
"公益诉讼","PIL"
"默认KPACKs","Default KPACKs"
"选项","options"
"为插入初始化集合。","Initialize collections for inserts."
"插入","INSERTS"
"从视图层中排除INSERTs集合","Exclude the INSERTs collection from the view layer"
"{}: {}","{}: {}"
"删除对象及其层次结构。","Delete an object and it's hierarchy."
"根据id获取插入。","Get an insert based on the id."
"丢失未保存的更改?","Lose unsaved changes?"
"编辑激活的KITOPS INSERT","Edit the active KITOPS INSERT"
"编辑插入","Edit INSERT"
"创建材料插入","Create Material INSERT"
"从活动对象中创建新材料和缩略图","Create new material and thumbnail from active object\"
"保存插入","Save INSERT"
"保存INSERT","Save the INSERT"
"文件路径","File Path"
"用于保存INSERT\","File path used for saving INSERT\"
"创建快照","Create Snapshot"
"使用当前相机和场景设置创建快照","Uses the current camera and scene settings to create a snapshot"
"工厂近景","Close FACTORY Scene"
"退出FACTORY场景","Exit the FACTORY Scene"
"闭合缩略图场景","Close THUMBNAIL Scene"
"退出THUMBNAIL场景","Exit the THUMBNAIL Scene"
"为这个INSERT渲染并保存一个缩略图。\n Shift -导入缩略图场景\n Ctrl -呈现当前工作目录的所有缩略图\n Alt -缩放拟合\n\n使用系统控制台查看进度(窗口>切换系统控制台)","Render and save a thumbnail for this INSERT.\n  Shift - Import thumbnail scene\n  Ctrl - Render all thumbnails for the current working directory\n  Alt - Scale fitting\n\n  Use system console to see progress (Window > Toggle system console)"
"ko_duplicate_ {}","ko_duplicate_{}"
"KITOPS布尔","KITOPS Boolean"
"插入相机","Camera to INSERT"
"将相机对准INSERT","Align camera to the INSERT"
"没有选择收藏夹","No Favorites selected"
"添加一个最喜欢的KPACK","Add a favorite KPACK"
"拿掉最喜欢的KPACK","Remove a favorite KPACK"
"把最喜欢的","Move Favorite"
"清晰的最爱","Clear Favorites"
"这将清除所有收藏夹。你确定吗?","This will clear all favorites. Are you sure?"
"触发刀计算","Trigger Cutter Calculation"
"创建当前场景的副本","Create a copy of the current scene"
"从贴花模板对象中获取修饰符列表","Get the list of modifiers from a decal template object"
"将列表中的所有修饰符添加到对象中","Add all modifiers in the list to the object"
"将对象保存到dir_path下的新混合文件中","Save objects to a new blend file in dir_path"
"批贴纸","Batch DECAL"
"替换插入","Replace Inserts"
"用这个替换场景中选定的插入。\nShift键替换整个场景中所有选定类型的insert","Replace selected inserts in the scene with this one. \nShift key replaces ALL INSERTS of selected type(s) throughout the scene"
"清除所有未使用的数据块","Purge all unused data blocks"
"＿","_"
"KITOPS工厂","KITOPS FACTORY"
"主要","main"
"场景","Scene"
"套件操作镜","KIT OPS Mirror"
"KIT OPS阵列","KIT OPS Array"
"水平对齐","Align horizontal"
"在目标范围内水平对齐选定的insert","Align selected INSERTS horizontally within target bounds"
"Y轴","Y Axis"
"使用INSERT TARGET的y轴进行对齐","Use the y axis of the INSERT TARGET for alignment"
"垂直对齐","Align vertical"
"在目标范围内垂直对齐选定的insert","Align selected INSERTS vertically within target bounds"
"Z轴","Z Axis"
"使用INSERT TARGET的Z轴进行对齐","Use the Z axis of the INSERT TARGET for alignment"
"左对齐","Align left"
"将选定的insert对齐到目标边界的左侧","Align selected INSERTS to the left of the target bounds"
"右对齐","Align right"
"将选定的insert对齐到目标边界的右侧","Align selected INSERTS to the right of the target bounds"
"调整前","Align top"
"将选定的insert对齐到目标边界的顶部","Align selected INSERTS to the top of the target bounds"
"底部对齐","Align bottom"
"将选定的insert对齐到目标边界的底部","Align selected INSERTS to the bottom of the target bounds"
"弹力宽","Stretch wide"
"将所选insert拉伸到目标边界的宽度","Stretch selected INSERTS to the width of the target bounds"
"X轴","X axis"
"使用INSERT TARGET的Y轴进行拉伸","Use the Y axis of the INSERT TARGET for stretching"
"减半","Halve"
"将拉伸量减半","Halve the stretch amount"
"弹性高","Stretch tall"
"将所选insert拉伸到目标边界的高度","Stretch selected INSERTS to the height of the target bounds"
"一边","Side"
"使用INSERT TARGET的Z轴进行拉伸","Use the Z axis of the INSERT TARGET for stretching"
