# Target Addon : Send to Unreal ver2.0.2
# User Translate : ver1.0.1
# Translate File : ver1.0.0
# Translate File Author : Bookyakuno
"计算加权法线","Compute Weighted Normals"
"阈值位置","Threshold Position"
"阈值切线法线","Threshold Tangent Normal"
"阈值 UV","Threshold UV"
"变形阈值位置","Morph Threshold Position"
"转换场景","Convert Scene"
"力锋 X 轴","Force Front X Axis"
"转换场景单位","Convert Scene Unit"
"导入翻译","Import Translation"
"导入轮换","Import Rotation"
"导入统一比例","Import Uniform Scale"
"将材质重新排序为 FBX 顺序","Reorder Material to FBX Order"
"动画长度","Animation Length"
"框架导入范围","Frame Import Range"
"在骨骼层级中导入网格","Import Meshes in Bone Hierarchy"
"使用默认采样率","Use Default Sample Rate"
"自定义采样率","Custom Sample Rate"
"导入自定义属性","Import Custom Attribute"
"删除现有的自定义属性曲线","Delete Existing Custom Attribute Curves"
"导入骨骼轨迹","Import Bone Tracks"
"设置材料曲线类型","Set Material Curve Type"
"材料曲线后缀","Material Curve Suffixes"
"删除冗余密钥","Remove Redundant Keys"
"删除现有变形目标曲线","Delete Existing Morph Target Curves"
"不要导入仅有 0 值的曲线","Do not import curves with only 0 values"
"保留局部变换","Preserve Local Transform"
"转换场景","Convert Scene"
"力锋 X 轴","Force Front X Axis"
"转换场景单位","Convert Scene Unit"
"导入翻译","Import Translation"
"导入轮换","Import Rotation"
"导入统一比例","Import Uniform Scale"
"搜索地点","Search Location"
"基材名称","Base Material Name"
"基色名称","Base Color Name"
"基本发光颜色名称","Base Emissive Color Name"
"基本漫反射纹理名称","Base Diffuse Texture Name"
"基本发光纹理名称","Base Emmisive Texture Name"
"基本法线纹理名称","Base Normal Texture Name"
"基本不透明度纹理名称","Base Opacity Texture Name"
"基本镜面反射纹理名称","Base Specular Texture Name"
"反转法线贴图","Invert Normal Maps"
"转换场景","Convert Scene"
"力锋 X 轴","Force Front X Axis"
"转换场景单位","Convert Scene Unit"
"导入翻译","Import Translation"
"导入轮换","Import Rotation"
"导入统一比例","Import Uniform Scale"
"重新计算法线","Recompute Normals"
"重新计算切线","Recompute Tangents"
"使用 Mikk T 空间","Use Mikk T Space"
"计算加权法线","Compute Weighted Normals"
"移除退化者","Remove Degenerates"
"构建反向索引缓冲区","Build Reversed Index Buffer"
"使用高精度切线基础","Use High Precision Tangent Basis"
"使用全精度 UV","Use Full Precision UVs"
"生成光照贴图 UV","Generate Lightmap UVs"
"最小光照贴图分辨率","Min Lightmap Resolution"
"源光照贴图索引","Source Lightmap Index"
"目标光照贴图索引","Destination Lightmap Index"
"构建规模","Build Scale"
"距离场分辨率比例","Distance Field Resolution Scale"
"双面距离场生成","Two-Sided Distance Field Generation"
"距离场替换网格","Distance Field Replacement Mesh"
"重新计算法线","Recompute Normals"
"重新计算切线","Recompute Tangents"
"使用 Mikk T 空间","Use Mikk T Space"
"计算加权法线","Compute Weighted Normals"
"移除退化者","Remove Degenerates"
"使用高精度切线基础","Use High Precision Tangent Basis"
"使用全精度 UV","Use Full Precision UVs"
"阈值位置","Threshold Position"
"阈值切线法线","Threshold Tangent Normal"
"阈值 UV","Threshold UV"
"变形阈值位置","Morph Threshold Position"
"自定义属性","Custom Properties"
"规模","Scale"
"应用缩放","Apply Scalings"
"向前","Forward"
"向上","Up"
"申请单位","Apply Unit"
"!实验！应用变换","!EXPERIMENTAL! Apply Transform"
"平滑","Smoothing"
"导出细分曲面","Export Subdivision Surface"
"应用修改器","Apply Modifiers"
"边缘松散","Loose Edges"
"切线空间","Tangent Space"
"主要骨轴","Primary Bone Axis"
"次要骨轴","Secondary Bone Axis"
"骨架 FBXNode 类型","Armature FBXNode Type"
"仅变形骨骼","Only Deform Bones"
"添加叶骨","Add Leaf Bones"
"烘焙动画","Baked Animation"
"为所有骨骼设置关键帧","Key All Bones"
"强制开始/结束键控","Force Start/End Keying"
"采样率","Sampling Rate"
"简化","Simplify"
"使用元数据","Use Metadata"
"如果为真，则在发生重新导入冲突时，导入的材料部分将自动重置为导入的数据","If true, the imported material sections will automatically be reset to the imported data in case of a reimport conflict"
"如果选中，碰撞将自动生成（如果导入或使用自定义碰撞，则忽略）","If checked, collision will automatically be generated (ignored if custom collision is imported or used)"
"导入时与此网格关联的 LODGroup","The LODGroup to associate with this mesh when it is imported"
"指定如何导入顶点颜色","Specify how vertex colors should be imported"
"在 VertexColorImportOption 设置为 Override 的情况下指定覆盖颜色","Specify override color in the case that VertexColorImportOption is set to Override"
"禁用此选项将保留发现的退化三角形。一般情况下，您应该保留此选项","Disabling this option will keep degenerate triangles found. In general you should leave this option on"
"需要优化镜像变换中的网格。双倍索引缓冲区大小","Required to optimize mesh in mirrored transform. Double index buffer size"
"生成光照贴图 UV","Generate Lightmap UVs"
"如果选中，则每个 UCX_ 前缀碰撞网格将生成一个凸包，而不是分解为多个凸包","If checked, one convex hull per UCX_ prefixed collision mesh will be generated instead of decomposing into multiple hulls"
"如果启用，则将所有网格合并为一个网格","If enabled, combines all meshes into a single mesh"
"如果此选项为真，则节点绝对变换（变换、偏移和枢轴）将应用于网格顶点","If this option is true the node absolute transform (transform, offset and pivot) will be apply to the mesh vertices"
"实验 - 如果此选项为真，则反向节点旋转枢轴将应用于网格顶点。DCC 的枢轴将成为网格的原点。注意：\u201cTransformVertexToAbsolute\u201d 必须为假","Experimental - If this option is true the inverse node rotation pivot will be apply to the mesh vertices. The pivot from the DCC will then be the origin of the mesh. Note: \u201cTransformVertexToAbsolute\u201d must be false"
"启用此选项将从 FBX 文件中读取切线（切线、副法线、法线），而不是自动生成它们","Enabling this option will read the tangents(tangent,binormal,normal) from FBX file instead of generating them automatically"
"使用 MikkTSpace 切线空间生成器在网格上生成法线和切线","Use the MikkTSpace tangent space generator for generating normals and tangents on the mesh"
"启用此选项将在计算法线或切线时使用加权法线算法（面积和角度）","Enabling this option will use weighted normals algorithm (area and angle) when computing normals or tangents"
"将场景从FBX坐标系转换为虚幻引擎坐标系","Convert the scene from FBX coordinate system to Unreal Engine coordinate system"
"将场景从 FBX 坐标系转换为虚幻引擎坐标系，使用前 X 轴代替 -Y 轴","Convert the scene from FBX coordinate system to Unreal Engine coordinate system with front X axis instead of -Y"
"将场景从 FBX 单位转换为 UE 单位（厘米）","Convert the scene from FBX unit to UE unit (centimeter)"
"导入翻译","Import Translation"
"导入轮换","Import Rotation"
"导入统一比例","Import Uniform Scale"
"材料清单将按与 FBX 文件相同的顺序重新排序","The material list will be reorder to the same order has the FBX file"
"从传入的骨架网格体中过滤我们想要导入的内容","Filter the content we want to import from the incoming skeletal mesh"
"指定如何导入顶点颜色","Specify how vertex colors should be imported"
"在 VertexColorImportOption 设置为 Override 的情况下指定覆盖颜色","Specify override color in the case that VertexColorImportOption is set to Override"
"如果启用，则更新（正在导入的网格的）骨架的参考姿势","If enabled, update the Skeleton (of the mesh being imported)\u2019s reference pose"
"如果启用，则为导入的网格创建虚幻变形对象","If enabled, creates Unreal morph objects for the imported meshes"
"启用此选项可使用第 0 帧作为参考姿势","Enable this option to use frame 0 as reference pose"
"如果选中，平滑组不匹配的三角形将被物理分割","If checked, triangles with non-matching smoothing groups will be physically split"
"如果选中，嵌套在骨骼层次结构中的网格将被导入，而不是转换为骨骼","If checked, meshes nested in bone hierarchies will be imported instead of being converted to bones"
"如果此选项为真，则节点绝对变换（变换、偏移和枢轴）将应用于网格顶点","If this option is true the node absolute transform (transform, offset and pivot) will be apply to the mesh vertices"
"实验 - 如果此选项为真，则反向节点旋转枢轴将应用于网格顶点。DCC 的枢轴将成为网格的原点。注意：\u201cTransformVertexToAbsolute\u201d 必须为假","Experimental - If this option is true the inverse node rotation pivot will be apply to the mesh vertices. The pivot from the DCC will then be the origin of the mesh. Note: \u201cTransformVertexToAbsolute\u201d must be false"
"启用此选项将从 FBX 文件中读取切线（切线、副法线、法线），而不是自动生成它们","Enabling this option will read the tangents(tangent,binormal,normal) from FBX file instead of generating them automatically"
"使用 MikkTSpace 切线空间生成器在网格上生成法线和切线","Use the MikkTSpace tangent space generator for generating normals and tangents on the mesh"
"启用此选项将在计算法线或切线时使用加权法线算法（面积和角度）","Enabling this option will use weighted normals algorithm (area and angle) when computing normals or tangents"
"比较顶点位置相等性的阈值","Threshold to compare vertex position equality"
"比较法线、切线或双法线相等性的阈值","Threshold to compare normal, tangent or bi-normal equality"
"比较 UV 相等性的阈值","Threshold to compare UV equality"
"计算变形目标增量时比较顶点位置相等性的阈值","Threshold to compare vertex position equality when computing morph target deltas"
"将场景从FBX坐标系转换为虚幻引擎坐标系","Convert the scene from FBX coordinate system to Unreal Engine coordinate system"
"将场景从 FBX 坐标系转换为虚幻引擎坐标系，使用前 X 轴代替 -Y 轴","Convert the scene from FBX coordinate system to Unreal Engine coordinate system with front X axis instead of -Y"
"将场景从 FBX 单位转换为 UE 单位（厘米）","Convert the scene from FBX unit to UE unit (centimeter)"
"导入翻译","Import Translation"
"导入轮换","Import Rotation"
"导入统一比例","Import Uniform Scale"
"材料清单将按与 FBX 文件相同的顺序重新排序","The material list will be reorder to the same order has the FBX file"
"要导入哪个动画范围。在导出时、动画时定义的范围或手动定义范围","Which animation range to import. The one defined at Exported, at Animated time or define a range manually"
"在动画长度中使用“设置范围”时使用的帧范围","Frame range used when Set Range is used in Animation Length"
"如果选中，嵌套在骨骼层次结构中的网格将被导入，而不是转换为骨骼","If checked, meshes nested in bone hierarchies will be imported instead of being converted to bones"
"如果启用，则将所有动画曲线采样为 30 FPS","If enabled, samples all animation curves to 30 FPS"
"按指定采样率对 fbx 动画数据进行采样，0 自动寻找最佳采样率","Sample fbx animation data at the specified sample rate, 0 find automatically the best sample rate"
"如果自定义属性作为动画中的曲线导入","Import if custom attribute as a curve within the animation"
"如果为 True，则重新导入时将删除所有先前的自定义属性曲线","If true, all previous custom attribute curves will be deleted when doing a re-import"
"导入骨骼变换轨迹。如果为 false，则将丢弃所有骨骼变换轨迹。（仅适用于曲线动画）","Import bone transform tracks. If false, this will discard any bone transform tracks. (useful for curves only animations)"
"为所有存在的自定义属性设置材质曲线类型","Set Material Curve Type for all custom attributes that exists"
"使用以下后缀为自定义属性设置材质曲线类型。如果“设置材质曲线类型”为真，则这无关紧要。这是以逗号分隔的名称列表","Set Material Curve Type for the custom attribute with the following suffixes. This doesn\u2019t matter if Set Material Curve Type is true. This is a comma separated list of names"
"将自定义属性导入为曲线时，删除多余的键","When importing custom attribute as curve, remove redundant keys"
"如果启用，将从 FBX 中删除此类资产","If enabled, this will delete this type of asset from the FBX"
"将自定义属性或形态目标导入为曲线时，如果其没有除零以外的任何值，则不要导入。这是为了避免添加额外的曲线来评估","When importing custom attribute or morphtarget as curve, do not import if it does not have any value other than zero. This is to avoid adding extra curves to evaluate"
"如果启用，这将在动画中导入一条曲线","If enabled, this will import a curve within the animation"
"将场景从FBX坐标系转换为虚幻引擎坐标系","Convert the scene from FBX coordinate system to Unreal Engine coordinate system"
"将场景从 FBX 坐标系转换为虚幻引擎坐标系，使用前 X 轴代替 -Y 轴","Convert the scene from FBX coordinate system to Unreal Engine coordinate system with front X axis instead of -Y"
"将场景从 FBX 单位转换为 UE 单位（厘米）","Convert the scene from FBX unit to UE unit (centimeter)"
"导入翻译","Import Translation"
"导入轮换","Import Rotation"
"导入统一比例","Import Uniform Scale"
"指定导入时应在何处搜索匹配的材料","Specify where we should search for matching materials when importing"
"导入材质时实例的基础材质","Base material to instance from when importing materials"
"基色名称","Base Color Name"
"基本发光颜色名称","Base Emissive Color Name"
"基本漫反射纹理名称","Base Diffuse Texture Name"
"基本发光纹理名称","Base Emmisive Texture Name"
"基本法线纹理名称","Base Normal Texture Name"
"基本不透明度纹理名称","Base Opacity Texture Name"
"基本镜面反射纹理名称","Base Specular Texture Name"
"如果启用了导入纹理，此选项将导致法线贴图 Y（绿色）值反转","If importing textures is enabled, this option will cause normal map Y (Green) values to be inverted"
"将场景从FBX坐标系转换为虚幻引擎坐标系","Convert the scene from FBX coordinate system to Unreal Engine coordinate system"
"将场景从 FBX 坐标系转换为虚幻引擎坐标系，使用前 X 轴代替 -Y 轴","Convert the scene from FBX coordinate system to Unreal Engine coordinate system with front X axis instead of -Y"
"将场景从 FBX 单位转换为 UE 单位（厘米）","Convert the scene from FBX unit to UE unit (centimeter)"
"导入翻译","Import Translation"
"导入轮换","Import Rotation"
"导入统一比例","Import Uniform Scale"
"如果为真，则忽略原始网格中的法线并重新计算","If true, normals in the raw mesh are ignored and recomputed"
"如果为真，则忽略原始网格中的切线并重新计算","If true, tangents in the raw mesh are ignored and recomputed"
"烘焙工具中用于制作法线贴图的切线空间的通用标准","A common standard for tangent space used in baking tools to produce normal maps"
"如果为真，我们将在计算法线时使用三角形的表面积和角角作为比率","If true, we will use the surface area and the corner angle of the triangle as a ratio when computing the normals"
"如果为真，退化的三角形将被移除","If true, degenerate triangles will be removed"
"需要优化镜像变换中的网格。双倍索引缓冲区大小","Required to optimize mesh in mirrored transform. Double index buffer size"
"如果为 True，切线将以 16 位精度而非 8 位精度存储","If true, Tangents will be stored at 16 bit vs 8 bit precision"
"如果为 True，UV 将以全浮点精度存储","If true, UVs will be stored at full floating point precision"
"生成光照贴图 UV","Generate Lightmap UVs"
"最小光照贴图分辨率","Min Lightmap Resolution"
"源光照贴图索引","Source Lightmap Index"
"目标光照贴图索引","Destination Lightmap Index"
"构建网格时应用的局部比例","The local scale applied when building the mesh"
"距离场分辨率比例","Distance Field Resolution Scale"
"是否将每个三角形碰撞视为正面来生成距离场。启用后可防止距离场因网格打开而被丢弃，但也会降低距离场 AO 质量","Whether to generate the distance field treating every triangle hit as a front face. When enabled prevents the distance field from being discarded due to the mesh being open, but also lowers Distance Field AO quality"
"距离场替换网格","Distance Field Replacement Mesh"
"如果为真，则忽略原始网格中的法线并重新计算","If true, normals in the raw mesh are ignored and recomputed"
"如果为真，则忽略原始网格中的切线并重新计算","If true, tangents in the raw mesh are ignored and recomputed"
"烘焙工具中用于制作法线贴图的切线空间的通用标准","A common standard for tangent space used in baking tools to produce normal maps"
"如果为真，我们将在计算法线时使用三角形的表面积和角角作为比率","If true, we will use the surface area and the corner angle of the triangle as a ratio when computing the normals"
"如果为真，退化的三角形将被移除","If true, degenerate triangles will be removed"
"如果为 True，切线将以 16 位精度而非 8 位精度存储","If true, Tangents will be stored at 16 bit vs 8 bit precision"
"如果为 True，UV 将以全浮点精度存储","If true, UVs will be stored at full floating point precision"
"比较顶点位置相等性的阈值","Threshold to compare vertex position equality"
"比较法线、切线或双法线相等性的阈值","Threshold to compare normal, tangent or bi-normal equality"
"比较 UV 相等性的阈值","Threshold to compare UV equality"
"计算变形目标增量时比较顶点位置相等性的阈值","Threshold to compare vertex position equality when computing morph target deltas"
"导出自定义属性","Export custom properties"
"缩放所有数据（某些导入器不支持缩放骨架！）","Scale all data (Some importers do not support scaled armatures!)"
"如何在生成的 FBX 文件中应用自定义和单位缩放比例（Blender 使用 FBX 比例来检测导入时的单位，但许多其他应用程序并不以相同的方式处理）","How to apply custom and units scalings in generated FBX file (Blender uses FBX scale to detect units on import, but many other applications do not handle the same way)"
"考虑当前 Blender 单位设置（如果未设置，则按原样使用原始 Blender 单位值）","Take into account current Blender units settings (if unset, raw Blender Units values are used as-is)"
"将空间变换烘焙为对象数据，避免在目标空间与 Blender 的空间不对齐时对对象进行不必要的旋转（警告！实验性选项，使用风险自负，已知会损坏骨架/动画）","Bake space transform into object data, avoids getting unwanted rotations to objects when target space is not aligned with Blender's space (WARNING! experimental option, use at own risks, known broken with armatures/animations)"
"导出平滑信息（如果您的目标导入器理解分割法线，则首选“仅法线”选项）","Export smoothing information (prefer 'Normals Only' option if your target importer understand split normals)"
"将最后的 Catmull-Rom 细分修改器导出为 FBX 细分（即使启用了“应用修改器”也不会应用该修改器）","Export the last Catmull-Rom subdivision modifier as FBX subdivision (does not apply the modifier even if 'Apply Modifiers' is enabled)"
"将修改器应用于网格对象（骨架对象除外） - 警告：阻止导出形状键","Apply modifiers to mesh objects (except Armature ones) - WARNING: prevents exporting shape keys"
"导出松散边（作为双顶点多边形）","Export loose edges (as two-vertices polygons)"
"添加双法线和切线向量，它们与法线一起形成切线空间（仅适用于三角形/四边形网格！）","Add binormal and tangent vectors, together with normal they form the tangent space (will only work correctly with tris/quads only meshes!)"
"用于表示 Blender 骨架的 FBX 类型的节点（对象）（除非您在使用其他应用程序时遇到问题，否则请使用 Null 节点，其他选择可能无法在 Blender 中完美导入...）","FBX type of node (object) used to represent Blender's armatures (use Null one unless you experience issues with other app, other choices may no import back perfectly in Blender...)"
"仅写入变形骨骼（以及具有变形子骨骼时的非变形骨骼）","Only write deforming bones (and non-deforming ones when they have deforming children)"
"将最后一个骨骼附加到每条链的末尾以指定最后一个骨骼的长度（当您打算从导出的数据编辑骨架时使用此功能）","Append a final bone to the end of each chain to specify last bone length (use this when you intend to edit the armature from exported data)"
"导出烘焙的关键帧动画","Export baked keyframe animation"
"强制为所有骨骼导出至少一个动画关键点（某些目标应用程序需要，例如虚幻引擎）","Force exporting at least one key of animation for all bones (needed with some target applications, like Unreal Engine)"
"始终在动画通道的动作开始和结束时添加关键帧","Always add a keyframe at start and end of actions for animated channels"
"评估动画值的频率（以帧为单位）","How often to evaluate animated values (in frames)"
"简化烘焙值的程度（0.0 为禁用，值越高越简化）","How much to simplify baked values (0.0 to disable, the higher the more simplified)"
"验证","Validations"
"发送到项目","Send to Project"
"将中间文件发送到磁盘上的临时位置，然后将其导入虚幻项目。这不需要任何额外的配置，但如果您的中间文件需要受源代码控制，则可能不是理想的选择。","Sends the intermediate files to a temporary location on disk and then imports them into the Unreal Project. This does not require any extra configuration, but might not be ideal if your intermediate files need to be under source control."
"发送到磁盘","Send to Disk"
"将中间文件发送到磁盘上的指定位置并且不导入它们。","Sends the intermediate files to a specified location on disk and does not import them."
"发送到磁盘然后投影","Send to Disk then Project"
"将中间文件发送到磁盘上的指定位置，然后将其导入虚幻项目。这需要配置额外的路径，但如果中间文件需要受源代码控制，则这是理想的选择。","Sends the intermediate files to a specified location on disk and then imports them into the Unreal Project. This requires extra paths to be configured, but is ideal if your intermediate files need to be under source control."
"网格文件夹","Mesh Folder"
"动画文件夹","Animation Folder"
"骨架资产","Skeleton Asset"
"物理资源","Physics Asset"
"LOD 设置","LOD Settings"
"骨骼网格：","Skeletal Mesh:"
"FBX 导入设置","FBX Import Settings"
"FBX 导出设置","FBX Export Settings"
"动画设置","Animation Settings"
"几何和蒙皮权重","Geometry and Skinning Weights"
"导入所有 fbx 内容：几何体、蒙皮和权重","Import all fbx content: geometry, skinning, and weights"
"仅限几何体","Geometry Only"
"仅导入骨架网格几何体（将创建默认骨架，或将几何体映射到现有骨架）。可以使用它导入 Morph 和 LOD","Import skeletal mesh geometry only (will create a default skeleton, or map the geometry to the existing one). Morph and LOD can be imported with it"
"仅蒙皮权重","Skinning Weights Only"
"仅导入骨架网格蒙皮和权重。（不会导入任何几何体）。此设置不会导入 Morph 和 LOD","Import the skeletal mesh skinning and weights only. (no geometry will be imported). Morph and LOD will not be imported with this setting"
,
,
,
,
,
