"布料模拟 起始帧","Cloth Simulation Start Frame"
"布料模拟结束帧","Cloth Simulation End Frame"
"所需面数","Desired count of Faces"
"风风","Wind"
"滑块","Wind Slider"
"风系数","Wind Factor"
"风系数滑块三角","Wind Factor Slider"
"剖分级别 - 1-低分辨率 - 3-高分辨率三角","Triangulation Level - 1-low res - 3- high res"
"剖分迭代重新网格化三角","Triangulation Iteration on Remesh"
"剖分布料分辨率","Triangulation Cloth Resolution"
"四边形","Quads"
"四边形开/关","Quads on/ off"
"重塑","Reshape"
"开/关重塑","Reshape on/ off"
"可用剪裁和缝纫图案","Cut & Sew Pattern available"
"布料","Cloth"
"开始","Start"
"碰撞","Collision"
"编辑缝纫","Edit Sewing"
"添加缝纫以收缩","Add Sewing To Shrink"
"添加缝纫以收缩布料","Add Sewing to Shrink"
"参数","Cloth Parameters"
"模拟设置","Simulation Settings"
"布料修改器","Cloth Modifiers"
"布料三角剖分","Cloth Triangulation"
"布料绘制剪裁和缝纫","Cloth Draw Cut & Sew"
"绘制剪裁和缝纫图案","Draw Cut & Sewing Pattern"
"针脚组","Pin Groups"
"布料针脚组","Cloth Pin Group"
"针脚组","Pin Group"
"编辑针脚组","Edit Pin Group"
"布料完成","Cloth Finish"
"紧身衣","Unitard"
"三角形到四分之一","Tris to Quars"
"四边形三角剖分","Quad Triangulation"
"附加功能","Extras"
"拖动布料","Drag Cloth"
"雕刻模式：几何/布料","Sculpt Mode: Geometry / Cloth"
"v. 3.0 - ","v. 3.0 - "
"Blender 3.6 - 4.0 及更高版本的","addon version"
"插件版本","for Blender 3.6 - 4.0 and higher"
"重复","blender version"
"绘制","Duplicate Drawing"
"简单布料地理节点修改器名称","Simply Cloth Geo Nodes Modifier Name"
"修改器检测","Modifierdetected"
"检测修改器","Detect Modifier"
"增强布料","Enhance Cloth"
"使用地理节点增强","Enhance with Geo Nodes"
"启用、禁用布料","Enable, Disable Cloth"
"拖动使用信息","Drag Usage Information"
"拖动信息","Drag Information"
"旋转面","Rotate Faces"
"Simply Cloth Pro ","Simply Cloth Pro "
" 3"," 3"
"完成布料","Finish Cloth"
"三角剖分/重新网格","Triangulation/ Remesh"
"绘制图案","Draw Pattern"
"优化布料（新）","Optim Cloth (new)"
"绘制图案","Drawing Pattern"
"绘制剪裁和缝纫图案","Draw Cut & Sew Pattern"
"简单三角剖分","Simply Triangulation"
"分辨率","Resolution"
"旋转面三角","Rotate Face"
"剖分","Triangulate"
"Dyntopo Tri","Dyntopo Tri"
"简单三角剖分","Simply Triangulate"
"工作流程视频","Workflow Videos"
"布料定稿","Cloth Finalization"
"移除布料","Remove Cloth"
"完成并应用布料","Finish & Apply Cloth"
"雕刻布料","Sculpt Cloth"
"应用动画","Apply for Animation"
"简单布料设置","Simply Cloth Settings"
"非活动","Inactive"
"活动","Active"
"烘焙设置","Bake Settings"
"模拟","Simulation"
"结束","End"
"烘焙缓存","Bake cache"
"烘焙全部","Bake all "
"烘焙到关键帧","Bake to Keyframe"
"删除烘焙缓存","Delete Bake Cache"
"检查面方向","Check Face Orientation"
"阴影平滑","Shade Smooth"
"阴影平面","Shade Flat"
"暂停","Pause"
"播放","Play"
"重置","Reset"
"用户界面","User Interface"
"布料属性","Cloth Properties"
"拖动（wip）","Drag (wip)"
"增强","Enhancement"
"布料增强","Cloth Enhancements"
"拖动布料（高度正在进行中）","Drag Cloth ( HIGHLY work in progess)"
"拖动","Drag"
"单击布料获取拖动","Click on cloth for Drag"
"信息","Information"
"结束拖动模式","End Drag Mode"
"单击","click "
"  拖动","  Drag"
"释放","release "
" 释放拖动"," Release Drag"
"↑ ","↑ "
" + 强度"," + Intensity"
"↓","↓ "
" - 强度"," - Intensity"
"优化布料","Optim Cloth "
"选择布料","Select Cloth"
"重新绑定","Rebind"
"强度","Intensity"
"重置位置","Reset Position"
"创建简单布料","Create Simply Cloth"
"添加碰撞","Add Collision"
"激活","Activate"
"摩擦","Friction"
"厚度 内部","Thickness Inner"
"厚度 外部","Thickness Outer"
"雕刻","Sculpting"
"剪裁和缝纫图案","Cut & Sew Pattern"
"进行中","Work in Progress"
"布料套装","Cloth Sets"
"绘制布料套装","Draw Cloth Sets"
"紧肤","Skin Tight"
"简单紧肤 布料","Simply Skin Tight"
"增强","Cloth Enhancement"
"布料撕裂","Cloth Tearing"
"布料撕裂（WIP）","Cloth Tearing (WIP)"
"简单网格增强（WIP）","Simply Mesh Enhance (WIP)"
"名称","Name"
"简化曲线","Simplify Curve"
"X ","X"
"Y ","Y"
"Z","Z"
"长度","Length"
"清理","Clean up"
"从选定生成布料 制作","Generate Cloth from Selected"
"基于四边形的拓扑","Make Quad Based Topology"
"从绘图生成布料","Generate Cloth from Drawing"
"编辑模式","Edit Mode"
"生成简单布料","Generate Simply Cloth"
"附加","Attaching"
"附加到布料","Attach to Cloth"
"鼠标左键单击","Mouse Left Click"
"创建拖动点","Create Drag Point"
"鼠标左键释放","Mouse Left Release"
"移除拖动点","Remove Drag Point"
"CTRL + 鼠标滚动 - 向上","CTRL + Mouse scroll - Up"
"增加拖动 强度","higher drag Intensity"
"CTRL + 鼠标滚动 - 向下","CTRL + Mouse scroll - Down"
"降低拖动 强度","lower drag Intensity"
"径向","Radial"
"平面","Plane"
"力衰减","Force Falloff"
"布料模拟","Cloth Simulation"
"面集","Face Sets"
"提取","Extract Face Set"
"面集蒙版","Masking"
"反转","Invert"
"清洁","Clean"
"硬度细分 取消","Hardness"
"细分 重新网格","Subdivide"
"化","Un-Subdivide"
"面","Remesher"
"重新","Faces"
"网格化","Remesh"
"显示","Display"
"平滑","Smooth"
"平坦","Flat"
"完成","Done"
"清理","Clean Up"
"清理修改器","Clean up Modifiers"
"叠加权","Overlay"
"重","Weights"
"面方向","Face Orientation"
"弯曲选择","Bend Selection"
"弯曲","Bend"
"单独选择布料","Separate selecton to Cloth"
"首先创建布料！","Create Cloth first!"
"细分选择","Subdivide Selection"
"三角化选择","Triangulate Selection"
"选择 -> 布料","Selection -> Cloth"
"重置布料 增强","Reset Cloth Enhancement"
"移除增强","Remove Enhancement"
"全局强度","Global Intensity"
"缝纫组","Sewing Group"
"缝纫强度","Sewing Intensity"
"拉动组","Pull Group"
"拉动强度","Pull Intensity"
"推动组","Push Group"
"推动强度","Push Intensity"
"细节强度","Detail Intensity"
"对比度","Contrast"
"三角","Triangulated Topology"
"化拓扑","Bounding Edges"
"边界","Offset"
"边缘偏移","Blur"
"模糊 随机化","Randomize"
"重力","Gravity"
"边缘 溶解边缘","Edges"
"随机边缘 选择","Dissolve Edges"
"随机","Random Edges Select"
"选择","Random Select"
"按对象溶解","Dissolve by Object"
"自定义边缘","Custom Edges"
"自定义边缘组","Custom Edge Group"
"绘制","Paint "
"混合","Mix"
"皱纹","Wrinkles"
"缩放","Scale"
"皱纹","Wrinkels"
"动画皱纹","Animate Wrinkle"
"速度","Speed"
"收缩","Shrink"
"固化","Solidify"
"平滑","Smoothing"
"厚度","Thickness"
"优先 固化（较慢）","First Solidify (slower)"
"固定层","Pin Layers"
"对象模式","Object Mode"
"布料 质量","Cloth Quality"
"刷新","refresh"
"质量步骤","Quality Steps"
"碰撞质量","Collision Quality"
"恢复设置","Restore Settings"
"重量","Weight"
"强度","Strength"
"硬度 *","Stiffness *"
"折叠","Folds"
"顶点 收缩","Vertex Shrink"
"加强 强度","Strengthen Intensity"
"对象距离","Object Distance"
"自身距离","Self Distance"
"与他人碰撞","Collision with others"
"移除碰撞","Remove Collision"
"力","Force"
"合并距离","Merge Distance"
"选项","Options"
"钉住组 - 实时绘画","Pin Group - Live Paint "
"删除钉住","Delete Pin"
"实时更新","Live Update"
"对象碰撞距离","Object Collision Distance"
"细分修改器","Subdivision Modifier"
"级别 *","Level *"
"因子","Factor"
"压力 实时绘画","Pressure Live Paint"
"风特效","Wind Fx"
"添加风特效","Add Wind Fx"
"强度 *","Strength *"
"强度 *","Intensity *"
"绘画","Paint"
"比率","Ratio"
"反转密度","Invert Density"
"额外","EXTRAS"
"绘画密度","Paint Density"
"显示","Show"
"加强","Strengthen"
"移除","Remove"
"绘画 压力","Paint Pressure"
"压力","Pressure "
"移除压力","Remove Pressure"
"钉住层","PIN LAYERS"
"钉住选择作为层","Pin Selection as Layer"
"缝纫","Sew"
"移除缝纫","Remove Sewings"
"收缩 缝纫","Shrinking Sew"
"自动缝纫（在制品）","Auto Sewing (wip)"
"剪裁和缝纫（在制品）","Cut and Sew (wip)"
"填补洞","Fill holes"
"缝纫 - 关闭选择","Sew - Close Selection"
"缝纫 - 桥接边缘循环","Sew - Bridge Edge Loops"
"编辑选择","Edit Selection"
"选择网格边界","Select Mesh Bounds"
"选择缝纫","Select Sewing"
"按距离","Merge by Distance"
"合并 网格填充完成","Grid Fill"
"缝纫","Done "
"编辑","SEWING EDIT"
"自动缝纫","AUTO SEW"
"移除缝纫","Remove Sewing"
"自动缝纫（实验）","AUTO SEW (EXPERIMENTAL) "
"挤压 - 实验","EXTRUDE - EXPERIMENTAL"
"挤压选定的边缘","Extrude Selected Edges"
"返回对象","BACK TO OBJECT"
"选择一个对象开始 简单布料","Select an object to start with Simply Cloth"
"修剪流（针迹）","Trimflow (stitches) "
"形状变换"," Shape-Shift"
"Kagi 视界","Kagi Vision "
"盔甲包"," Armor Pack"
"圣所","Sanctus "
"程序化材料"," Procedural Materials"
"HDRi 制作器 - Andrew D.","HDRi Maker - Andrew D."
"极限 Pbr Nexus - Andrew D.","Extreme Pbr Nexus - Andrew D."
"自动绑定专家 - Artell","Auto-Rig-Pro - Artell"
"资产浏览器 - Poly Haven","Asset Browser - Poly Haven"
"中世纪资产 - Wolfgang T.","Medieval Assets - Wolfgang T."
"体素热扩散皮肤 - Mesh Online","Voxel Heat Diffuse Skinning - Mesh Online"
"Chipp Walters - 插件","Chipp Walters - Addons"
"K-Cycles - Eric K.","K-Cycles - Eric K."
"人类生成器 v3 - Oliver J. P","Human Generator v3 - Oliver J. P"
"Xane Graphics - 插件","Xane Graphics - Addons"
"服装工具 - Jose Conseco","Garment Tool - Jose Conseco"
"头发工具 - Jose Conseco","Hair Tool - Jose Conseco"
"Simply Addons - 由 Vjaceslav Tissen制作","Simply Addons - by Vjaceslav Tissen"
