将所有输入/输出和设置添加到代码片段节点,This adds all in/outputs and settings to the snippet node
触发与此节点连接的所有受影响程序节点的更新。当节点本身的代码更改时调用,"Triggers an update on all affected, program nodes connected to this node. Called when the code of the node itself changes"
触发所有节点的更新。每个节点可以检查它是否引用此节点并相应地更新其自身的值,Triggers an update on all nodes. Every node can then check if it has a reference to this node and update it's own values accordingly
触发动态插座以添加新插座,Triggers dynamic sockets to add new ones
在节点图拓扑发生变化（添加或删除节点和链接）时更新,Update on node graph topology changes (adding or removing nodes and links)
从父节点更新此子面板节点的值,Update this subpanels nodes values from the parent node
在变成子面板时更新编译顺序,Updates the compile order when turned into a subpanel
当连接节点带有布局类型时，更新此节点的布局类型,Updates the layout type of this node when a connected node with layout type gets removed
当具有布局类型的节点被删除时，更新此节点的布局类型,Updates the layout type of this node when a node with layout type gets connected
当选择新父面板时更新节点设置,Updates the nodes settings when a new parent panel is selected
如果需要，用于覆盖导出的评估,Used to overwrite evaluate for exporting if required
2D视图缩放,2D View Zoom
3D视图坐标到2D,3D View Coordinates To 2D
将用于此函数的固定python名称,A fixed python name that will be used for this function
动作,Actions
添加,Add
使用此快捷方式粘贴的操作员添加一个节点,Add a node with the operator from this shortcut pasted in
添加集合项,Add Collection Item
添加项,Add Item
添加覆盖,Add Override
添加覆盖输入,Add Override Input
添加属性,Add Property
添加到列表,Add To List
添加到菜单,Add To Menu
添加到菜单（旧）,Add To Menu (Legacy)
添加到面板,Add To Panel
添加到面板（旧）,Add To Panel (Legacy)
插件信息,Addon Info
添加属性到此节点,Adds a property to this node
添加项到此节点,Adds an item to this node
添加覆盖输入,Adds an override input
将教程节点添加到您的节点树中,Adds the tutorial node to your node tree
在删除上一个打印信息之前，将添加到此节点的打印信息数量（0为无限制）,Amount of print messages that will be added to this node before a previous one is removed (0 is unlimited)
从文件追加,Append From File
按类型区域,Area By Type
区域位置,Area Locations
区域类型,Area Type
骨架,Armatures
资产,Asset
获取路径的资产,Asset to get the path from
Blender数据,Blender Data
Blender属性,Blender Property
BMesh边数据,BMesh Edge Data
BMesh面数据,BMesh Face Data
BMesh面到顶点位置,BMesh Faces To Vertex Locations
BMesh物体数据,BMesh Object Data
BMesh顶点数据,BMesh Vertex Data
布尔,Boolean
布尔运算,Boolean Math
布尔矢量,Boolean Vector
框,Box
框（旧）,Box (Legacy)
中断,Break
画笔,Brushes
按钮,Button
按钮（旧）,Button (Legacy)
相机,Cameras
可以,Can
小心！这种元素容易崩溃！,Careful! This element is prone to crashes!
类别,Category
通过改变变量,Change Variable By
更改教程步骤,Changes the tutorial step
章节,Chapters
选择一个,Choose a
选择图标,Choose Icon
钳位,Clamp
清除打印,Clear Prints
清除此打印节点的消息,Clear this print nodes messages
默认情况下关闭面板,Closes the panel by default
代码,Code
代码命令式,Code Imperative
代码导入,Code Import
代码注册,Code Register
代码注销,Code Unregister
集合长度,Collection Length
集合类型,Collection Type
集合,Collections
颜色,Color
列,Column
列（旧）,Column (Legacy)
字符串合并,Combine Strings
向量合并,Combine Vector
比较,Compare
编译索引,Compile Index
上下文,Context
弧度/角度转换,Convert Radians/Degrees
从显示属性的混合数据浏览器中复制Blender快捷键,Copy blender shortcuts from the blend data browser in display property
复制菜单,Copy Menu
复制菜单（旧）,Copy Menu (Legacy)
复制面板,Copy Panel
复制面板（旧）,Copy Panel (Legacy)
无法,Couldn
创建文件夹,Create Folder
创建线条,Create Line
创建四边形,Create Quad
创建三角形,Create Triangle
Ctrl,Ctrl
光标,Cursor
曲线,Curves
自定义操作项,Custom Operator
自定义父级,Custom Parent
数据,Data
数据路径,Data Path
数据到图标,Data To Icon
解码字节字符串,Decode Byte String
默认关闭,Default Closed
Esc取消,Default Escape
定义数据类型,Define Data Type
度数,Degrees
描述,Description
操作项描述,Description of the operator
描述：,Description:
方向,Direction
拖动鼠标以运行操作的方向,Direction to drag the mouse in to run the action
禁用评估,Disable Evaluation
显示集合列表,Display Collection List
显示集合列表（旧）,Display Collection List (Legacy)
显示枚举项,Display Enum Item
显示图标,Display Icon
显示图标（旧）,Display Icon (Legacy)
显示预览,Display Preview
显示预览（旧）,Display Preview (Legacy)
显示属性,Display Property
显示属性（旧）,Display Property (Legacy)
显示搜索,Display Search
显示搜索（旧）,Display Search (Legacy)
显示Serpens快捷键,Display Serpens Shortcut
显示Serpens快捷键（旧）,Display Serpens Shortcut (Legacy)
绘制,Draw
绘制圆圈,Draw Circle
绘制线条,Draw Line
绘制多个,Draw Multiple
绘制点,Draw Point
绘制四边形,Draw Quad
绘制空间,Draw Space
绘制文本,Draw Text
绘制三角形,Draw Triangle
绘制类型,Draw Type
虚拟按钮,Dummy Button
编辑属性,Edit Property
元素,Element
列表中的元素,Element In List
编码字节字符串,Encode Byte String
结束绘制,End Drawing
结束教程,End Tutorial
结束教程,Ends the tutorial
枚举映射（界面）,Enum Map (Interface)
枚举集到列表,Enum Set To List
运行脚本时出错！,Error when running script!
按ESC或右键取消模态,ESC or Rightclick to cancel the modal
EXEC_DEFAULT,EXEC_DEFAULT
展开标题,Expand Header
展开标题以填满整个面板宽度,Expands the header to fill the full panel width
导出扩展名,Export Extension
文件导出的扩展名,Extension that the file is exported with
文件,File
文件扩展名,File Extensions
文件路径,Filepaths
过滤函数应该有一个单一属性输入并返回布尔值（True保留项目，False移除项目）,"Filter function which should have a single property input and return a boolean (True keeps the item, False removes it)"
过滤,Filter
从快捷键查找操作项,Find Operator From Shortcut
按下escape或右键时自动完成模态。如果关闭此选项，你需要自己添加完成模态的方法,Finish the modal automatically when pressing escape or rightclicking. If this is turned off you need to add a way to finish a modal yourself
固定名称,Fixed Name
浮点,Float
浮点向量,Float Vector
字体,Fonts
更改顺序后强制编译,Force compile after changing the order
来自,From
从属性组,From Property Group
函数,Function
函数（执行）,Function (Execute)
函数（界面）,Function (Interface)
函数节点树,Function Node Tree
函数路径,Function Path
函数返回（执行）,Function Return (Execute)
函数运行（执行）,Function Run (Execute)
函数运行（界面）,Function Run (Interface)
函数运行（界面）（旧）,Function Run (Interface) (Legacy)
生成动态枚举项,Generate Dynamic Enum Items
获取属性,Get Attribute
获取自定义属性,Get Custom Property
获取数据脚本行,Get Data Scriptline
获取编辑选择模式,Get Edit Select Mode
获取属性脚本行,Get Property Scriptline
获取变量,Get Variable
草图,Grease Pencils
网格,Grid
处理程序,Handler
处理程序节点树,Handler Node Tree
具有属性,Has Attribute
具有自定义属性,Has Custom Property
祝你有美好的一天，享受音乐！,Have a really nice day and enjoy the music!
隐藏禁用的输入,Hide Disabled Inputs
隐藏标题,Hide Header
隐藏属性,Hide Properties
隐藏面板标题,Hide the panels header
隐藏此操作项的属性部分,Hide the properties section of this operator
隐藏节点的禁用输入,Hides the disabled inputs of this node
如何找到要删除的元素,How to find the element to delete
图标,Icon
图标库,Icon Gallery
图标库（旧）,Icon Gallery (Legacy)
图标来源,Icon Source
标识符,Identifier
覆盖 Idname,Idname Override
如果需要按下 Alt 键,If the alt key has to be pressed
如果需要按下 Ctrl 键,If the ctrl key has to be pressed
如果需要按下 Shift 键,If the shift key has to be pressed
如果启用此选项，则模态运行时界面仍可交互,"If this is enabled, the ui is still interactive when the modal is running"
如果此面板应为子面板,If this panel should be a subpanel
If/Else（界面）,If/Else (Interface)
If/Else（界面）（旧）,If/Else (Interface) (Legacy)
图像文件,Image File
图像未保存！,Image not saved!
图像大小,Image Size
图像,Images
模式,In Mode
索引,Index
索引集合属性,Index Collection Property
索引列表,Index List
列表元素的索引,Index Of List Element
所选属性的索引,Index of the selected property
索引类型,Index Type
整数,Integer
整数向量,Integer Vector
界面脚本,Interface Script
界面脚本行,Interface Scriptline
反转布尔,Invert Boolean
INVOKE_DEFAULT,INVOKE_DEFAULT
是否导出,Is Export
集合中的索引是否存在,Is Index In Collection
是否物体类型,Is Object Type
是否子面板,Is Subpanel
项目,Item
加入路径,Join Path
加入字符串,Join Strings
继续前进！,Keep Going!
保持交互,Keep Interactive
保持打开,Keep Open
更改属性后保持面板打开,Keep the panel open after a property is changed
键,Key
标签,Label
标签（旧）,Label (Legacy)
最后的 Idname,Last Idname
变形网格,Lattices
允许你在模态运行时绘制界面,Lets you draw to the interface while the modal is running
灯光,Lights
限制,Limit
列表,List
列出 Blend 文件内容,List Blend File Content
列出目录文件,List Directory Files
列表长度,List Length
低保真,LoFi
For 循环（界面）,Loop For (Interface)
For 循环（界面）（旧）,Loop For (Interface) (Legacy)
次数循环（界面）,Loop Repeat (Interface)
次数循环（界面）（旧）,Loop Repeat (Interface) (Legacy)
创建枚举项,Make Enum Item
使路径绝对,Make Path Absolute
手动停止,Manual Stop
映射字符串,Map Strings
材质,Materials
数学,Math
菜单,Menu
菜单节点树,Menu Node Tree
网格,Meshes
消息：,Messages:
隐球体,Metaballs
方法,Method
将项目添加到列表的方法,Method to add the item to the list
模态事件,Modal Event
模态操作项,Modal Operator
模态快捷键按下,Modal Shortcut Pressed
模态视口移动,Modal Viewport Moved
模式,Mode
移动集合项目,Move Collection Item
移动属性,Move Property
移动教程,Move Tutorial
移动此属性,Moves this property
多个偏好设置节点！将只使用一个,Multiple preferences nodes! Only one will be used
多选,Multiselect
名称,Name
命名图标,Named Icon
新枚举项,New Enum Item
新属性,New Property
新随机数,New Random
下一个,Next
Ngon 转换为三角形位置,Ngon To Triangle Locations
未连接集合！,No Collection connected!
未指定枚举项！,No Enum Item specified!
未连接属性！,No Property connected!
节点,Node
节点组,Node Groups
节点ID名称,Node Idname
节点是ID名称,Node Is Idname
节点名称,Node Name
节点树,Node Tree
获取变量的节点树,Node Tree to get the variable from
选择属性节点的节点树,Node Tree to select the property node from
不是布尔变量！,Not a boolean variable!
不是列表变量！,Not a list variable!
不是字符串、整数或浮点变量！,"Not a string, integer or float variable!"
没有打印内容！,Nothing printed!
物体转 BMesh,Object To BMesh
物体,Objects
旧 Python 名称,Old Python Name
旧树名称,Old Tree Name
旧变量名称,Old Var Name
在 Blender 关闭时,On Blender Close
在依赖图更新时,On Depsgraph Update
在帧更改时,On Frame Change
在按键时Key,On Keypress
在加载时,On Load
在属性更新时,On Property Update
在重做时,On Redo
在渲染完成时,On Render Finish
在渲染开始时,On Render Start
在保存时,On Save
在撤消时,On Undo
仅在使用快捷键打开时显示此面板，而不在界面中显示,Only displays this panel when opened with a shortcut and not in the interface
仅显示材质、纹理、灯光、世界和线条样式,"Only materials, textures, lights, worlds and line styles can be displayed"
打开菜单,Open Menu
打开面板,Open Panel
打开饼状菜单,Open Pie Menu
打开偏好设置,Open Preferences
打开弹出窗口以编辑所选属性,Opens a popup for editing the selected property
打开弹出窗口以添加覆盖,Opens a popup to add overrides
操作,Operation
对输入布尔值执行的操作,Operation to perform on the input booleans
对输入数据执行的操作,Operation to perform on the input data
使用输入数据执行的操作,Operation to perform with the input data
操作项,Operator
操作项上下文,Operator Context
顺序,Order
操作系统键,OS Key
覆盖,Override
覆盖上下文,Override Context
字符串填充,Pad String
面板,Panel
面板节点树,Panel Node Tree
面板宽度,Panel Width
父级,Parent
父级类型,Parent Type
将复制的操作项粘贴到此按钮,Paste a copied operator into this button
粘贴数据路径,Paste Data Path
粘贴操作项,Paste Operator
将复制的数据路径粘贴到此节点,Paste the copied data path into this node
粘贴的路径,Pasted Path
路径,Path
路径信息,Path Info
选择位置,Pick Location
选择此位置以将菜单放入,Pick this location to put the menu into
选择此位置以将面板放入,Pick this location to put the panel into
选择此位置以将子面板放入,Pick this location to put the subpanel into
饼状菜单,Pie Menu
指针属性,Pointer Property
弹出框,Popover
弹出框（旧）,Popover (Legacy)
弹出窗口,Popup
门户,Portal
位置,Position
此界面相对于所选菜单的位置,Position of this interface to the selected menu
此界面相对于所选面板的位置,Position of this interface to the selected panel
偏好设置,Preferences
预选属性,Preselected Property
上一个,Previous
打印,Print
在节点上打印,Print On Node
进度条,Progress Indicator
属性,Property
属性存在,Property Exists
属性组,Property Group
属性来源,Property Source
弧度,Radians
随机颜色,Random Color
随机数,Random Number
读取文本文件,Read Text File
记录按键,Record Key
录制,Recording
记录下一个按下的按键,Records the next pressed key
刷新视图,Refresh View
区域,Region
区域到视图,Region To View
重新加载脚本,Reload Script
从选定的源重新加载脚本,Reloads the script from the choosen source
按此类型移除,Remove by this type
移除集合项,Remove Collection Item
从列表中移除,Remove From List
移除项,Remove Item
移除属性,Remove Property
从该节点移除项,Removes an item from this node
移除执行输入，只返回值,Removes the execute inputs and only gives you the return value
从该节点移除所选属性,Removes the selected property from this node
重复按键,Repeat Key
当按住键时重复动作,Repeat the action when the key is held down
字符串替换,Replace in String
报告,Report
需要执行,Require Execute
重新注册当前插件代码并存储结果,Reregisters the current addon code and stores results
重置数据路径,Reset Data Path
重置门户,Reset Portal
重置此门户,Reset this portal
重置变量,Reset Variable
重置该节点的数据路径,Resets the data path of this node
返回,Return
返回模态操作项,Return Modal Operator
返回多个选定项,Return multiple selected items
返回节点未连接到功能节点！,Return node not connected to function node!
返回类型,Return Type
返回所有节点树中的触发节点列表,Returns a list of all trigger nodes in all node trees
返回完整路径列表，而不仅仅是文件和目录名称,Returns a list of full paths instead of just the file and directory names
返回此插件的 bl_info,Returns the bl_info for this addon
返回整个插件的代码，作为多个文件的字典,Returns the code for the entire addon as a dictionary of multiple files
返回整个插件代码（用于开发），格式为单个 Python 文件,Returns the entire addon code (for development) formatted for a single python file
反转,Reverse
反转循环遍历项的顺序,Reverse the order the loop runs through the items
右键点击任何选项以复制该空间中的上下文,Rightclick any option to copy the context in that space
四舍五入,Round Number
行,Row
行（旧）,Row (Legacy)
运行事件,Run Event
间隔运行,Run In Intervals
运行多次,Run Multiple Times
运行操作项,Run Operator
运行属性函数,Run Property Function
运行脚本,Run Script
运行事件代码而不触发事件,Run the event code without triggering event
运行触发器,Run Trigger
延迟运行,Run With Delay
场景上下文,Scene Context
场景,Scenes
屏幕,Screens
脚本,Script
脚本行,Scriptline
搜索：,Search:
查看文档,See Docs
选择,Select
选择界面中的一个元素,Select an element in the interface
选择菜单位置,Select Menu Location
选择面板位置,Select Panel Location
选择子面板位置,Select Subpanel Location
选择界面中菜单的位置,Select the location of this menu in the Interface
选择界面中面板的位置,Select the location of this panel in the Interface
选择界面中子面板的位置,Select the location of this subpanel in the Interface
从属性组中选择属性,Select the property from a property group
选择属性组以选择属性,Select the property group to select the property from
选择要生成项的属性,Select the property you want to generate items for
在子面板节点上选择此自定义面板,Select this custom panel on the subpanel node
选择界面中的此元素,Select this element in the interface
已选择：,Selected:
分隔符,Separator
分隔符（旧）,Separator (Legacy)
Serpens 属性,Serpens Property
设置属性,Set Attribute
设置自定义属性,Set Custom Property
设置编辑选择,Set Edit Select
设置标题文本,Set Header Text
设置模态光标,Set Modal Cursor
设置属性,Set Property
设置状态文本,Set Status Text
设置教程,Set Tutorial
设置变量,Set Variable
形状键,Shape Keys
快捷键,Shortcut
仅快捷键,Shortcut Only
节点快捷键,Shortcut To Node
快捷键类型,Shortcut Type
在此节点上显示打印结果,Show print results on this node
显示设置,Show Settings
显示设置,Show the settings
显示新的随机项,Shows you a new random item
字符串两端去除,Sides of the string to strip
大小,Size
向量的大小,Size of this the vector
跳过导出,Skip Export
休眠,Sleep
字符串切片,Slice String
代码片段,Snippets
代码片段,Snippet
排序列表,Sort List
来源,Source
来源类型,Source Type
空格,Space
拆分,Split
拆分（旧）,Split (Legacy)
字符串拆分,Split String
向量拆分,Split Vector
开始绘制,Start Drawing
开始时间戳记录或打印自开始以来的总时间,Start the timestamp recording or print the total time since the start
开始教程,Start Tutorial
静态UID,Static UID
字符串,String
字符串长度,String Length
该节点的字符串值,String value of this node
字符串去除,Strip String
子菜单,Submenu
子菜单（旧）,Submenu (Legacy)
字符串中是否包含子字符串,Substring is in String
切换数据,Switch Data
切换图标,Switch Icons
测试,test
文本大小,Text Size
文本,Texts
纹理,Textures
面板所属类别（仅在N面板中相关）,The category your panel is in (Only relevant if in an N-Panel)
该节点的颜色,The color of this node
此操作应在的上下文中运行,The context this operator should run in
面板所属的上下文,The context your panel is in
该节点的当前编译代码,The current compiled code for this node
该节点导入的当前编译代码,The current compiled code for this nodes imports
该节点注册的当前编译代码,The current compiled code for this nodes registrations
该节点取消注册的当前编译代码,The current compiled code for this nodes unregistrations
在模态运行时使用的光标,The cursor to use while the modal is running
从上一个代码片段文件加载的数据,The data loaded from the last snippet file
此门户的方向,The direction this portal goes in
保存脚本的外部文件,The external file that holds your script
属性的完整数据路径,The full data path to the property
要运行的函数,The function to run
要停止的处理程序,The handler to stop
将此门户链接到另一个门户的标识符,The identifier that links this portal to another portal
将此时间戳链接到其他时间戳的标识符,The identifier that links this timestamp to other timestamps
要用作图标的图像,The image you want to use as an icon
面板的标签,The label of your panel
此菜单顶部显示的标签,The label shown at the top of this menu
面板编译时最后的idname,The last idname that this panel had when it was compiled
此界面应显示的菜单ID,The menu id this interface should be shown in
应显示的菜单,The menu that should be displayed
应显示的菜单,The menu that should be shown
按下键时要打开的菜单,The menu to open when the key is pressed
此快捷键打开的菜单,The menu to open with this shortcut
用作此子菜单的菜单,The menu used for this submenu
比较主动模式的模式,The mode which the active mode is compared to
要获取属性的名称,The name of the property you want to get
要获取类型的节点,The node to get the type for
选择函数的节点树,The node tree to select the function from
选择处理程序的节点树,The node tree to select the handler from
选择菜单的节点树,The node tree to select the menu from
选择操作员的节点树,The node tree to select the operator from
选择面板的节点树,The node tree to select the panel from
要从中获取属性的节点,The node which to take the property from
要进行的操作,The operation you want to commence
此按钮运行的操作员,The operator ran by this button
按下键时要运行的操作,The operator to run when the key is pressed
此快捷键运行的操作,The operator to run with this shortcut
面板相对于其他自定义面板的顺序,The order of your panel compared to other custom panels
此子面板应显示的面板ID,The panel id this subpanel should be shown in
应显示的面板,The panel that should be displayed
应显示的面板,The panel that should be shown
此弹出窗口显示的面板,The panel to display with this popover
按下键时要打开的面板,The panel to open when the key is pressed
此快捷键打开的面板,The panel to open with this shortcut
用作此子面板自定义父面板的面板,The panel used as a custom parent panel for this subpanel
弹出窗口和弹出窗口的面板宽度,The panel width for popovers and popups
代码片段json文件的路径,The path to the snippet json file
按下键时要打开的饼状菜单,The pie menu to open when the key is pressed
面板所在的区域,The region your panel is in
获取值的返回节点,The return node to get values from
要显示的快捷键,The shortcut to display
图标的来源,The source of the icons
获取代码的来源,The source of where to get the code from
此操作员可以运行并绘制元素的空间,The space this operator can run in and elements are drawn in
此操作员可以运行并绘制文本的空间,The space this operator can run in and the text is drawn in
此操作应运行的空间,The space which this action should be able to run in
面板所在的空间,The space your panel is in
从此快捷键运行的操作类型,The type of action to run from this shortcut
要查找的区域类型,The type of area to find
要设置数据输入的数据类型,The type of data that you want to set the data input to
应启动的绘制类型,The type of drawing that should be started
要使用的索引类型,The type of index to use
应使用的向量类型,The type of vector that should be used
与物体比较的类型,The type which the object is compared to
映射的值,The value from which to map
要映射的值,The value to which to map
按下键的方式,The way the key has to be pressed
此模态应完成的方式,The way this modal should be finished
此按钮没有关联的操作,This button has no operator associated
此节点纯粹是为了您的享受！,This node is purely for your enjoyment!
这只能在连接到操作员时工作,This only works when connected to operators
此属性需要是Enum或String类型！,This property needs to be type Enum or String!
此属性需要是Enum类型！,This property needs to be type Enum!
这将运行弹出窗口之前的输出并保留交互元素。它不会,This will run the before popup output and keep the interactive elements. It won
时间和日期,Time and Date
操作时间,Time of Action
时间戳,Timestamp
到,To
切换变量,Toggle Variable
三角化BMesh,Triangulate BMesh
触发,Trigger
触发节点,Trigger Node
触发此节点,Trigger this node
教程,Tutorial
类型,Type
要预览的数据类型,Type of data to preview
数字类型,Type of number
附加物体的类型,Type of the Append object
报告消息的类型,Type of the report message
取消注册此插件,Unregisters this addon
未使用,Unused
使用3D,Use 3D
使用3D坐标,Use 3D coordinates
使用自定义操作员或Blender内部操作员,Use a custom operator or a blender internal
使用自定义面板作为父面板,Use a custom panel as a parent
使用列表节点来组合多个枚举项！,Use a list node to combine multiple enum items!
使用Alpha,Use Alpha
使用自定义,Use Custom
使用自定义变量而不是独立的代码片段变量,Use custom variable instead of the standalone snippet variable
对于可变换属性，使用获取属性脚本行！,Use Get Property Scriptline for transformable properties!
使用Invoke,Use Invoke
使用属性组,Use Property Group
如果您想自己定义此面板的idname，请使用此选项,Use this if you want to define the idname of this panel yourself
使用此节点时请小心！这可能会减慢您的UI,Use this node with care! This might slow down your UI
值,Value
此插座的值,Value of this socket
变量,Variable
要从中获取值的变量,Variable to get the value from
变量类型,Variable Type
向量数学,Vector Math
版本,Version
此节点的版本,Version of this node
视图到区域,View To Region
体积,Volumes
当您希望事件处理程序运行时,When you want your event handler to run
应从中选择属性的位置,Where the property should be selected from
在文本文件中写入的位置,Where to write to in the text file
是否绘制多个点（这比单独的节点更有效）,Whether to draw multiple points (this is more efficient than separate nodes)
是否使用3D或2D坐标,Whether to use 3D or 2D coordinates
窗口管理器,Window Managers
带路径,With Path
工作区,Workspaces
世界,Worlds
写文本文件,Write Text File
您需要选择使用Serpens 3创建的代码片段！,You need to select a snippet that was created using Serpens 3!
,
插件,Addon
保存插件,Save Addon
添加到市场,Add to Marketplace
导航,Navigation
首选项导航,Preferences Navigation
市场导航,Marketplace Navigation
检查更新,Check For Updates
在加载插件时在线检查更新,Check for updates online when loading the addon
使用彩色节点,Use Colored Nodes
根据类别为节点着色。不适用于现有节点,Color nodes to match their category. Does not apply to existing nodes
保留错误文件,Keep Error File
保留任何编译错误文件的副本,Keeps a copy of any compiled file that threw an error as
搜索,Search
搜索已加载的插件,Search through the loaded addons
搜索已加载的软件包,Search through the loaded packages
搜索已加载的代码片段,Search through the loaded snippets
仅限 Serpens 3,Only Serpens 3
隐藏所有之前 Serpens 版本的结果,Hide all results from previous serpens versions
预设,Presets
预设节点,Preset nodes
强制编译,Force Compile
节点文档,Node Docs
从复制中添加节点,Add Node From Copied
Blender:,Blender:
插件:,Addon:
加载包,Load Packages
加载代码片段,Load Snippets
加载插件,Load Addons
未找到结果！,No results found!
这将显示在您的首选项中：,This will be shown in your preferences:
未向您的插件添加首选项节点。,No preferences node added to your addon.
编译时间,Compile Time
插件编译所需的时间,Time the addon took to compile
暂停重新注册,Pause Reregistering
在进行更改时暂停重新注册插件,Pauses reregistering the addon when changes are made
可自定义变量,Variables Customizable
保存代码片段变量的可自定义设置,Saves customizable setting of snippet variables
可自定义属性,Properties Customizable
保存代码片段属性的可自定义设置,Saves customizable setting of snippet properties
正在导出,Is Exporting
保存当前的导出状态以不同地评估节点,Saves the current status of exporting to evaluate nodes differently
选择器激活,Picker Is Active
当面板或类似的定位选择器处于活动状态时启用,This is enabled when a location picker for panels or similar is active
最后复制的数据类型,Last Copied Data Type
使用复制属性按钮最后复制的数据类型,The type of data last copied with the copy property button
最后复制的数据路径,Last Copied Data Path
使用复制属性按钮最后复制的数据路径,The path of data last copied with the copy property button
最后复制的必需属性,Last Copied Required Properties
显示换行设置,Show Wrap Settings
如果启用，将显示这些面板中文字的换行设置。,"If this is enabled, the wrapping settings for the text in these panels are show."
行换行,Line Wrap
面板中单行显示的字符数量。,The amount of characters shown in a single line in the panel.
有更新,Has Update
Serpens 是否有可用更新。这在文件加载时设置。,If Serpens has an available update or not. This is set on file load.
调试节点,Debug Nodes
调试内部节点代码,Debug internal node code
调试插座,Debug Sockets
调试内部插座代码,Debug internal socket code
仅调试选中的,Debug Selected Only
仅调试选中的节点,Debug only selected nodes
保留代码,Keep Code
当代码更改时，在文本编辑器中保留一个 Python 文件,Keeps a python file in the text editor when the code changes
调试属性,Debug Properties
调试内部属性代码,Debug internal property code
调试编译时间,Debug Compile Time
打印编译代码所需的时间,Prints the time it takes to compile the code
插入插座按钮,Insert Socket Buttons
在动态插座上显示插入按钮以插入新的插座,Show an insert button on dynamic sockets to insert a new socket above
加载时编译,Compile On Load
文件加载时编译此插件,Compile this addon when the file is loaded
简易 BPY 路径,Easy BPY Path
文件加载时设置为简易 bpy 文件路径。,Gets set when a file is loaded. Set to the easy bpy file path.
活动节点树,Active Node Tree
您当前的节点树,The node tree you
活动属性,Active Property
您当前的属性,The property you
显示属性类别,Show Property Categories
显示插件属性的类别,Show categories for your addon properties
显示的属性,The properties shown
活动资源,Active Asset
你的资产,The asset you
插件名称,Addon Name
插件的名称,The name of the addon
插件的描述,The description of the addon
作者,Author
插件的作者,The author of this addon
最低 Blender 版本,Minimum Blender
此插件所需的最低 Blender 版本,Minimum blender version required for this addon
位置,Location
描述插件功能所在的位置,Describes where the addons functionality can be found
警告,Warning
如果有用户需要注意的错误或问题,Used if there is a bug or a problem that the user should be aware of
文档 URL,Doc URL
插件文档的 URL,URL to the addons documentation
追踪器 URL,Tracker URL
插件问题追踪器的 URL,URL to the addons bug tracker
插件将显示的类别,The category the addon will be displayed in
自定义类别,Custom Category
您的自定义类别,Your custom category
重新加载类别的基本数据,Reloads the basic data for a category
设置过滤的操作项,Sets the filtered operators
获取类别的操作项,Gets the operators for a category
重新加载操作项列表,Reloads the list of operators
加载 bpy 类别的数据,Loads the data for the bpy categories
隐藏首选项,Hide Preferences
隐藏首选项窗口中的所有面板,Hides all panels in the preferences window
全局搜索,Global Search
如果全局搜索是活动的,If the global search is active
在全局搜索中搜索项目（用逗号分隔多个查询）,Searches for items in the global search (Separate multiple queries with commas)
显示数量,Show Amount
在发现标签中显示的项目数量,The amount of items to show in the discover tab
仅完全匹配,Full Matches Only
